,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom complet,Espanyol_a,Data neixement,Edat
68523497H,Marta,Ferrer,Espanya,Madrid,6,10,1986,Dona,1344.0,No,Grup A,Marta Ferrer,True,1986-10-06,38
58786173A,Laia,Martínez,Espanya,Madrid,26,2,1979,Dona,1371.3,No,Grup A,Laia Martínez,True,1979-02-26,46
60439277L,Marc,Castells Sánchez,Espanya,Madrid,24,10,1974,Home,884.1,No,Grup A,Marc Castells Sánchez,True,1974-10-24,50
16775772V,Pau,López,Espanya,Madrid,24,5,1977,Home,889.35,No,Grup A,Pau López,True,1977-05-24,48
56628392X,Carla,García Martínez,Espanya,Madrid,19,4,1981,Dona,1565.55,Si,Grup A,Carla García Martínez,True,1981-04-19,44
77632270Q,Laia,Castells,Espanya,Madrid,11,4,1986,Dona,962.85,No,Grup A,Laia Castells,True,1986-04-11,39
49833520M,Marta,García Romero,Espanya,Madrid,27,10,1984,Dona,1001.7,No,Grup A,Marta García Romero,True,1984-10-27,40
12401771G,Anna,García,Espanya,Madrid,19,7,1972,,1069.95,No,Grup A,Anna García,True,1972-07-19,52
29758839B,Eva,García Sánchez,Espanya,Madrid,28,5,1968,Dona,995.4000000000001,No,Grup A,Eva García Sánchez,True,1968-05-28,57
59810160K,Jordi,Romero Ferrer,Espanya,Madrid,15,4,2002,Home,1353.45,No,Grup A,Jordi Romero Ferrer,True,2002-04-15,23
10102138Q,Núria,Sánchez Martínez,Espanya,Madrid,4,1,1958,Dona,1522.5,No,Grup A,Núria Sánchez Martínez,True,1958-01-04,67
12700084Q,Pau,Ferrer López,Espanya,Madrid,16,2,1966,,1242.15,Si,Grup A,Pau Ferrer López,True,1966-02-16,59
62868203H,Marta,López,Espanya,Madrid,26,8,1988,Dona,1405.95,Si,Grup A,Marta López,True,1988-08-26,36
25373007Z,Eva,García,Espanya,Madrid,10,3,1971,,1289.4,Si,Grup A,Eva García,True,1971-03-10,54
90904549G,Marc,López Martínez,Espanya,Madrid,18,11,2004,Home,1338.75,Si,Grup A,Marc López Martínez,True,2004-11-18,20
48610709N,Toni,García García,Espanya,Madrid,9,6,1958,Home,1470.0,Si,Grup A,Toni García García,True,1958-06-09,67
38394682L,Clara,Sánchez Ferrer,Espanya,Madrid,21,4,1963,Dona,1390.2,Si,Grup A,Clara Sánchez Ferrer,True,1963-04-21,62
30011388C,Jordi,Sánchez Ferrer,Espanya,Madrid,2,4,1977,Home,1064.7,No,Grup A,Jordi Sánchez Ferrer,True,1977-04-02,48
53118513Z,Carla,Martínez Sánchez,Espanya,Madrid,6,2,2004,Dona,723.45,Si,Grup A,Carla Martínez Sánchez,True,2004-02-06,21
77786231R,Marc,García López,Espanya,Madrid,11,8,1963,Home,1075.2,No,Grup A,Marc García López,True,1963-08-11,61
19835344L,Anna,Ferrer,Espanya,Madrid,8,5,1966,Dona,805.35,No,Grup A,Anna Ferrer,True,1966-05-08,59
17266104D,Oriol,Ferrer,Espanya,Madrid,9,7,1985,Altres,762.3000000000001,No,Grup A,Oriol Ferrer,True,1985-07-09,40
91690612P,Clara,Castells,Espanya,Madrid,15,3,1981,Dona,1594.95,Si,Grup A,Clara Castells,True,1981-03-15,44
12767161T,Toni,Castells Castells,Espanya,Madrid,20,3,1950,Home,1609.65,No,Grup A,Toni Castells Castells,True,1950-03-20,75
87906075W,Arnau,Sánchez Martínez,Espanya,Madrid,12,11,2003,Home,804.3000000000001,No,Grup A,Arnau Sánchez Martínez,True,2003-11-12,21
87631058F,Joan,Ferrer Castells,Espanya,Madrid,25,10,1967,Home,1311.45,Si,Grup A,Joan Ferrer Castells,True,1967-10-25,57
16378767Z,Marc,Ferrer Romero,Espanya,Madrid,9,10,1973,Home,1135.05,No,Grup A,Marc Ferrer Romero,True,1973-10-09,51
28210536A,Anna,Sánchez López,Espanya,Madrid,4,8,1997,Altres,1256.8500000000001,No,Grup A,Anna Sánchez López,True,1997-08-04,27
66842033A,Núria,Romero Romero,Espanya,Madrid,3,3,1962,Dona,938.7,No,Grup A,Núria Romero Romero,True,1962-03-03,63
44569678M,Laia,Castells,Espanya,Madrid,9,8,1977,Dona,1030.05,No,Grup A,Laia Castells,True,1977-08-09,47
71377022P,Pau,López,Espanya,Madrid,28,12,1971,Home,833.7,Si,Grup A,Pau López,True,1971-12-28,53
69931972C,Toni,Martínez López,Espanya,Madrid,4,12,1983,Home,1687.3500000000001,Si,Grup A,Toni Martínez López,True,1983-12-04,41
86555403J,Marc,García,Espanya,Madrid,14,7,1977,Home,1678.95,No,Grup A,Marc García,True,1977-07-14,48
37757421G,Núria,Martínez Sánchez,Espanya,Madrid,23,5,1967,Dona,959.7,Si,Grup A,Núria Martínez Sánchez,True,1967-05-23,58
14219190G,Carla,Ferrer García,Espanya,Madrid,19,12,1960,Dona,1475.25,Si,Grup A,Carla Ferrer García,True,1960-12-19,64
14778034E,Eva,Romero,Espanya,Madrid,21,1,1972,Dona,1073.1000000000001,Si,Grup A,Eva Romero,True,1972-01-21,53
92136991X,Laia,Ferrer,Espanya,Madrid,18,8,1973,Dona,1137.15,Si,Grup A,Laia Ferrer,True,1973-08-18,51
77617404G,Joan,Martínez Romero,Espanya,Madrid,19,6,1972,Home,1185.45,Si,Grup A,Joan Martínez Romero,True,1972-06-19,53
54035649P,Eva,Martínez Martínez,Espanya,Madrid,16,9,2003,Dona,1355.55,No,Grup A,Eva Martínez Martínez,True,2003-09-16,21
27743987C,Joan,García Ferrer,Espanya,Madrid,1,6,1975,Home,840.0,Si,Grup A,Joan García Ferrer,True,1975-06-01,50
60786095W,Marc,García,Espanya,Madrid,8,1,1972,Altres,1630.65,No,Grup A,Marc García,True,1972-01-08,53
23397473D,Anna,Romero,Espanya,Madrid,11,3,1990,Dona,1010.1,No,Grup A,Anna Romero,True,1990-03-11,35
59876171G,Arnau,Sánchez,Espanya,Madrid,28,10,1973,Home,1024.8,Si,Grup A,Arnau Sánchez,True,1973-10-28,51
19888245C,Pau,Romero,Espanya,Madrid,20,2,1953,Home,1412.25,No,Grup A,Pau Romero,True,1953-02-20,72
28421457Z,Pau,Romero Castells,Espanya,Madrid,8,8,1968,Home,1500.45,Si,Grup A,Pau Romero Castells,True,1968-08-08,56
27247467S,Anna,López,Espanya,Madrid,2,1,1952,Dona,1115.1000000000001,Si,Grup A,Anna López,True,1952-01-02,73
86893272V,Marc,Ferrer,Espanya,Madrid,27,4,1954,Home,1717.8000000000002,Si,Grup A,Marc Ferrer,True,1954-04-27,71
70418524X,Laia,Castells Ferrer,Espanya,Madrid,7,5,1971,Dona,1591.8,Si,Grup A,Laia Castells Ferrer,True,1971-05-07,54
59758346F,Laia,Martínez Romero,Espanya,Madrid,28,12,1957,Altres,764.4,Si,Grup A,Laia Martínez Romero,True,1957-12-28,67
56408493L,Anna,García García,Espanya,Madrid,8,5,2003,Dona,889.35,Si,Grup A,Anna García García,True,2003-05-08,22
40039044H,Núria,Romero,Espanya,Madrid,9,4,1974,Dona,717.15,Si,Grup A,Núria Romero,True,1974-04-09,51
54263997Y,Núria,Romero,Espanya,Madrid,9,3,1956,Dona,1485.75,No,Grup A,Núria Romero,True,1956-03-09,69
92018667L,Joan,Martínez Castells,Espanya,Madrid,4,10,1985,Home,1195.95,No,Grup A,Joan Martínez Castells,True,1985-10-04,39
58088881Q,Anna,García,Espanya,Madrid,15,3,1960,Dona,1186.5,Si,Grup A,Anna García,True,1960-03-15,65
86366713Z,Carla,Sánchez Romero,Espanya,Madrid,22,1,2005,,936.6,No,Grup A,Carla Sánchez Romero,True,2005-01-22,20
83982081H,Eva,Castells,Espanya,Sevilla,3,5,1968,,1309.3500000000001,Si,Grup A,Eva Castells,True,1968-05-03,57
95012750D,Carla,García,Espanya,Sevilla,17,5,1952,Dona,1011.1500000000001,Si,Grup A,Carla García,True,1952-05-17,73
38605068P,Toni,Martínez,Espanya,Sevilla,24,7,1982,Home,1590.75,Si,Grup A,Toni Martínez,True,1982-07-24,42
10911456V,Marta,López,Espanya,Sevilla,6,6,1954,Dona,1558.2,No,Grup A,Marta López,True,1954-06-06,71
94678339J,Anna,Martínez Martínez,Espanya,Sevilla,10,4,1985,Dona,1399.65,No,Grup A,Anna Martínez Martínez,True,1985-04-10,40
96108474K,Clara,García,Espanya,Sevilla,10,3,1955,Dona,849.45,No,Grup A,Clara García,True,1955-03-10,70
45293682M,Joan,Sánchez,Espanya,Sevilla,5,8,1988,Home,1125.6000000000001,Si,Grup A,Joan Sánchez,True,1988-08-05,36
43378401L,Núria,Castells Sánchez,Espanya,Sevilla,26,3,1975,Dona,698.25,No,Grup A,Núria Castells Sánchez,True,1975-03-26,50
77333333Q,Pau,Ferrer,Espanya,Sevilla,1,1,1999,Home,1614.9,No,Grup A,Pau Ferrer,True,1999-01-01,26
57021851P,Pau,Castells,Espanya,Sevilla,23,3,1978,Home,859.95,No,Grup A,Pau Castells,True,1978-03-23,47
65405375Z,Marc,García Romero,Espanya,Sevilla,2,1,1982,Home,1182.3,No,Grup A,Marc García Romero,True,1982-01-02,43
55464877X,Laia,Castells,Espanya,Sevilla,6,10,1992,,1544.55,No,Grup A,Laia Castells,True,1992-10-06,32
54607036B,Eva,Ferrer,Espanya,Sevilla,24,1,1967,Dona,849.45,No,Grup A,Eva Ferrer,True,1967-01-24,58
20733024B,Jordi,Ferrer Martínez,Espanya,Sevilla,26,1,1970,Home,1537.2,Si,Grup A,Jordi Ferrer Martínez,True,1970-01-26,55
14065699S,Núria,Sánchez,Espanya,Sevilla,2,11,1991,Dona,1078.3500000000001,No,Grup A,Núria Sánchez,True,1991-11-02,33
26724488C,Arnau,Ferrer Sánchez,Espanya,Sevilla,3,5,1994,Home,1132.95,No,Grup A,Arnau Ferrer Sánchez,True,1994-05-03,31
59073585L,Oriol,Martínez Martínez,Espanya,Sevilla,14,6,1991,,1178.1000000000001,Si,Grup A,Oriol Martínez Martínez,True,1991-06-14,34
18599075T,Eva,Sánchez,Espanya,Sevilla,7,8,1992,Dona,1048.95,Si,Grup A,Eva Sánchez,True,1992-08-07,32
79849410R,Carla,Ferrer López,Espanya,Sevilla,17,7,1982,Dona,856.8000000000001,No,Grup A,Carla Ferrer López,True,1982-07-17,42
35319597A,Toni,López Castells,Espanya,Sevilla,18,8,1977,Home,810.6,No,Grup A,Toni López Castells,True,1977-08-18,47
10261037F,Clara,Sánchez,Espanya,Sevilla,14,10,1970,Dona,984.9000000000001,Si,Grup A,Clara Sánchez,True,1970-10-14,54
57192874B,Pau,Romero Romero,Espanya,Sevilla,12,4,1990,Home,987.0,No,Grup A,Pau Romero Romero,True,1990-04-12,35
20637004R,Jordi,Romero López,Espanya,Sevilla,13,3,1973,Home,1434.3,No,Grup A,Jordi Romero López,True,1973-03-13,52
94719538H,Carla,Romero Ferrer,Espanya,Sevilla,28,5,1991,Dona,766.5,No,Grup A,Carla Romero Ferrer,True,1991-05-28,34
57180085D,Marta,López,Espanya,Sevilla,25,8,1971,Dona,1108.8,Si,Grup A,Marta López,True,1971-08-25,53
23492566L,Arnau,Ferrer García,Espanya,Sevilla,17,3,1989,Home,1445.8500000000001,No,Grup A,Arnau Ferrer García,True,1989-03-17,36
25403469P,Clara,García,Espanya,Sevilla,19,8,1998,Dona,784.35,No,Grup A,Clara García,True,1998-08-19,26
13508244R,Oriol,Martínez Martínez,Espanya,Sevilla,21,3,1951,Home,1539.3,No,Grup A,Oriol Martínez Martínez,True,1951-03-21,74
85031552D,Laia,Ferrer Martínez,Espanya,Sevilla,23,10,1962,Dona,1478.4,Si,Grup A,Laia Ferrer Martínez,True,1962-10-23,62
17972901L,Carla,Sánchez López,Espanya,Sevilla,11,6,1989,Dona,1135.05,Si,Grup A,Carla Sánchez López,True,1989-06-11,36
92286029R,Núria,López,Espanya,Sevilla,5,5,1977,Dona,1075.2,No,Grup A,Núria López,True,1977-05-05,48
93623062E,Pau,López García,Espanya,Sevilla,4,7,1992,Home,1751.4,No,Grup A,Pau López García,True,1992-07-04,33
91797004K,Toni,Sánchez Sánchez,Espanya,Sevilla,16,7,1950,Home,1358.7,No,Grup A,Toni Sánchez Sánchez,True,1950-07-16,75
20460695D,Laia,Ferrer Romero,Espanya,Sevilla,25,8,1951,Dona,1368.15,Si,Grup A,Laia Ferrer Romero,True,1951-08-25,73
14828163F,Marc,Martínez García,Espanya,Sevilla,12,3,1965,Home,1664.25,No,Grup A,Marc Martínez García,True,1965-03-12,60
89595235W,Clara,Romero,Espanya,Sevilla,23,3,1999,Dona,795.9,No,Grup A,Clara Romero,True,1999-03-23,26
74074321A,Carla,Ferrer Castells,Espanya,Sevilla,2,8,1957,Dona,1145.55,Si,Grup A,Carla Ferrer Castells,True,1957-08-02,67
48242975Q,Arnau,Sánchez Sánchez,Espanya,Sevilla,5,7,1974,Home,1559.25,No,Grup A,Arnau Sánchez Sánchez,True,1974-07-05,51
81901030H,Marc,Castells,Espanya,Sevilla,20,9,1970,Home,1163.4,Si,Grup A,Marc Castells,True,1970-09-20,54
33400905A,Joan,Ferrer,Espanya,Sevilla,19,12,1970,,1062.6000000000001,No,Grup A,Joan Ferrer,True,1970-12-19,54
73063501Z,Eva,Ferrer,Espanya,Sevilla,4,11,1990,Dona,1433.25,Si,Grup A,Eva Ferrer,True,1990-11-04,34
36106979Y,Pau,Sánchez,Espanya,Sevilla,1,2,1953,Home,1088.8500000000001,No,Grup A,Pau Sánchez,True,1953-02-01,72
83602803G,Joan,Ferrer,Espanya,Sevilla,2,2,1964,Home,1273.65,No,Grup A,Joan Ferrer,True,1964-02-02,61
80909731Y,Jordi,García López,Espanya,Sevilla,6,6,1971,Home,1311.45,Si,Grup A,Jordi García López,True,1971-06-06,54
87865381W,Marta,Martínez,Espanya,Sevilla,17,7,2000,Dona,1256.8500000000001,No,Grup A,Marta Martínez,True,2000-07-17,24
26414747E,Oriol,Martínez,Espanya,Sevilla,23,12,1991,Home,843.1500000000001,Si,Grup A,Oriol Martínez,True,1991-12-23,33
19863880V,Carla,López Romero,Espanya,Sevilla,22,4,1954,Dona,1231.65,Si,Grup A,Carla López Romero,True,1954-04-22,71
30525996L,Marc,López,Espanya,Sevilla,23,1,1965,Home,884.1,Si,Grup A,Marc López,True,1965-01-23,60
45203656T,Laia,Ferrer,Espanya,Sevilla,18,6,1988,Dona,994.35,No,Grup A,Laia Ferrer,True,1988-06-18,37
18873517G,Jordi,García Martínez,Espanya,Sevilla,7,2,1974,Home,812.7,Si,Grup A,Jordi García Martínez,True,1974-02-07,51
53730243G,Anna,Ferrer Romero,Espanya,Sevilla,24,1,2005,Dona,753.9,No,Grup A,Anna Ferrer Romero,True,2005-01-24,20
66795744Q,Núria,López,Espanya,Sevilla,7,6,1956,Dona,1379.7,No,Grup A,Núria López,True,1956-06-07,69
38900939H,Pau,Ferrer,Espanya,Sevilla,23,2,1996,Home,1582.3500000000001,Si,Grup A,Pau Ferrer,True,1996-02-23,29
95233500R,Clara,López García,Espanya,Sevilla,18,8,1955,Dona,1037.4,No,Grup A,Clara López García,True,1955-08-18,69
90131757Y,Toni,Castells,Espanya,Sevilla,11,5,2004,Home,1420.65,No,Grup A,Toni Castells,True,2004-05-11,21
95250887Z,Arnau,García,Espanya,Sevilla,10,9,1966,,1291.5,No,Grup A,Arnau García,True,1966-09-10,58
14157308N,Eva,Sánchez,Espanya,Sevilla,28,6,1958,Altres,738.15,No,Grup A,Eva Sánchez,True,1958-06-28,67
83294970L,Jordi,López,Espanya,Sevilla,18,2,1998,Home,922.95,No,Grup A,Jordi López,True,1998-02-18,27
84414697K,Jordi,García Ferrer,Espanya,Sevilla,21,8,1959,Home,1140.3,Si,Grup A,Jordi García Ferrer,True,1959-08-21,65
21546595T,Anna,Martínez,Espanya,Sevilla,24,2,1973,Dona,1212.75,No,Grup A,Anna Martínez,True,1973-02-24,52
23733093T,Joan,López,Espanya,Sevilla,12,8,1992,Home,1025.8500000000001,No,Grup A,Joan López,True,1992-08-12,32
10736038P,Oriol,Castells,Espanya,Sevilla,27,3,1998,Home,1642.2,Si,Grup A,Oriol Castells,True,1998-03-27,27
61051397G,Marta,Sánchez,Espanya,Sevilla,17,3,1999,Dona,1458.45,No,Grup A,Marta Sánchez,True,1999-03-17,26
63040392X,Oriol,Martínez,Espanya,Sevilla,22,7,1977,Home,1415.4,Si,Grup A,Oriol Martínez,True,1977-07-22,47
80657664E,Eva,López Castells,Espanya,Sevilla,4,12,2004,,917.7,Si,Grup A,Eva López Castells,True,2004-12-04,20
38279546W,Marc,Castells,Espanya,Sevilla,24,3,1974,Home,1058.4,No,Grup A,Marc Castells,True,1974-03-24,51
69734812N,Anna,Sánchez,Espanya,Sevilla,17,7,1971,Dona,805.35,Si,Grup A,Anna Sánchez,True,1971-07-17,53
87213442J,Clara,Ferrer Castells,Espanya,Sevilla,25,7,1998,Dona,1462.65,No,Grup A,Clara Ferrer Castells,True,1998-07-25,26
78458482P,Pau,Ferrer,Espanya,Sevilla,6,3,1997,Home,1499.4,No,Grup A,Pau Ferrer,True,1997-03-06,28
83600087R,Toni,Romero,Espanya,Sevilla,26,9,1952,,1283.1000000000001,Si,Grup A,Toni Romero,True,1952-09-26,72
69520375Z,Núria,García Castells,Espanya,Sevilla,23,12,1986,Dona,1321.95,No,Grup A,Núria García Castells,True,1986-12-23,38
59083606S,Toni,López,Espanya,Sevilla,20,10,1950,,1614.9,No,Grup A,Toni López,True,1950-10-20,74
52145541P,Joan,García,Espanya,Sevilla,11,4,1959,Home,1019.5500000000001,No,Grup A,Joan García,True,1959-04-11,66
78247593G,Carla,García,Espanya,València,24,12,1957,Dona,989.1,No,Grup A,Carla García,True,1957-12-24,67
47103299Z,Núria,Ferrer Romero,Espanya,València,6,2,2003,,1318.8,No,Grup A,Núria Ferrer Romero,True,2003-02-06,22
75145716V,Joan,López,Espanya,València,1,2,1952,Home,1577.1000000000001,No,Grup A,Joan López,True,1952-02-01,73
83083855T,Oriol,García,Espanya,València,12,6,2002,Home,1352.4,Si,Grup A,Oriol García,True,2002-06-12,23
66876326G,Jordi,Sánchez,Espanya,València,19,6,1984,Home,1305.15,Si,Grup A,Jordi Sánchez,True,1984-06-19,41
92828803F,Eva,Romero,Espanya,València,16,4,1985,Dona,1130.8500000000001,Si,Grup A,Eva Romero,True,1985-04-16,40
36035835A,Toni,Romero,Espanya,València,26,11,1991,Home,1445.8500000000001,Si,Grup A,Toni Romero,True,1991-11-26,33
78286678X,Marc,García Ferrer,Espanya,València,16,8,1998,Home,1252.65,No,Grup A,Marc García Ferrer,True,1998-08-16,26
99620931S,Clara,Sánchez Castells,Espanya,València,19,3,1972,Dona,1213.8,No,Grup A,Clara Sánchez Castells,True,1972-03-19,53
77962069Z,Carla,Ferrer López,Espanya,València,2,4,1984,Dona,1569.75,Si,Grup A,Carla Ferrer López,True,1984-04-02,41
37718344N,Marta,García Sánchez,Espanya,València,3,2,1962,Dona,1176.0,Si,Grup A,Marta García Sánchez,True,1962-02-03,63
81401769X,Clara,Ferrer,Espanya,València,14,12,2002,Dona,1027.95,Si,Grup A,Clara Ferrer,True,2002-12-14,22
68625528R,Jordi,López,Espanya,València,1,5,1996,Home,1384.95,Si,Grup A,Jordi López,True,1996-05-01,29
16472230S,Clara,Ferrer García,Espanya,València,26,1,1957,Dona,730.8000000000001,Si,Grup A,Clara Ferrer García,True,1957-01-26,68
38355195J,Pau,Ferrer García,Espanya,València,14,9,1984,Home,1332.45,Si,Grup A,Pau Ferrer García,True,1984-09-14,40
71930041T,Oriol,Romero Castells,Espanya,València,25,4,1970,Home,1539.3,No,Grup A,Oriol Romero Castells,True,1970-04-25,55
38867232T,Eva,García,Espanya,València,28,9,1950,Dona,793.8000000000001,No,Grup A,Eva García,True,1950-09-28,74
28269893J,Joan,Martínez Martínez,Espanya,València,1,2,1960,Home,1060.5,No,Grup A,Joan Martínez Martínez,True,1960-02-01,65
54523654J,Jordi,Romero Romero,Espanya,València,11,6,1984,Home,1020.6,No,Grup A,Jordi Romero Romero,True,1984-06-11,41
14486584J,Marta,Romero Castells,Espanya,València,12,12,1988,Dona,876.75,No,Grup A,Marta Romero Castells,True,1988-12-12,36
29043853R,Toni,García Ferrer,Espanya,València,22,9,1988,Home,1068.9,No,Grup A,Toni García Ferrer,True,1988-09-22,36
44910416G,Toni,Romero,Espanya,València,17,2,2003,Home,1705.2,Si,Grup A,Toni Romero,True,2003-02-17,22
47195129C,Jordi,López,Espanya,València,24,10,1954,Home,1107.75,No,Grup A,Jordi López,True,1954-10-24,70
47905259N,Clara,López García,Espanya,València,13,10,1988,Dona,866.25,Si,Grup A,Clara López García,True,1988-10-13,36
35909931K,Laia,Martínez López,Espanya,València,17,5,1976,Dona,1237.95,Si,Grup A,Laia Martínez López,True,1976-05-17,49
75690264M,Anna,Romero,Espanya,València,17,11,1976,Dona,1350.3,No,Grup A,Anna Romero,True,1976-11-17,48
72548015K,Núria,Romero Castells,Espanya,València,10,4,1996,,814.8000000000001,No,Grup A,Núria Romero Castells,True,1996-04-10,29
15071348H,Núria,Romero,Espanya,València,11,6,1951,Dona,747.6,No,Grup A,Núria Romero,True,1951-06-11,74
36334567G,Pau,Martínez López,Espanya,València,19,12,1994,Home,1572.9,No,Grup A,Pau Martínez López,True,1994-12-19,30
47691452T,Laia,Romero,Espanya,València,18,7,1950,Dona,1057.3500000000001,No,Grup A,Laia Romero,True,1950-07-18,74
48127366Y,Pau,Sánchez,Espanya,València,26,5,1954,Home,1481.55,No,Grup A,Pau Sánchez,True,1954-05-26,71
32219930D,Eva,García Ferrer,Espanya,València,22,2,1991,Dona,698.25,Si,Grup A,Eva García Ferrer,True,1991-02-22,34
99688433B,Toni,Castells,Espanya,València,1,5,1960,Home,1715.7,Si,Grup A,Toni Castells,True,1960-05-01,65
90389717L,Clara,Martínez Romero,Espanya,València,9,7,1973,Dona,1118.25,Si,Grup A,Clara Martínez Romero,True,1973-07-09,52
70806232V,Arnau,Romero,Espanya,València,24,6,1976,Home,810.6,No,Grup A,Arnau Romero,True,1976-06-24,49
52759329M,Jordi,Martínez Ferrer,Espanya,València,18,2,1972,Altres,816.9000000000001,No,Grup A,Jordi Martínez Ferrer,True,1972-02-18,53
51635247N,Clara,Sánchez Castells,Espanya,València,6,10,1973,Dona,1225.3500000000001,No,Grup A,Clara Sánchez Castells,True,1973-10-06,51
42128077K,Núria,Castells,Espanya,València,16,2,2001,Dona,936.6,No,Grup A,Núria Castells,True,2001-02-16,24
53983933P,Marta,Martínez Ferrer,Espanya,València,2,11,2001,Dona,846.3000000000001,No,Grup A,Marta Martínez Ferrer,True,2001-11-02,23
90464341H,Jordi,Ferrer Martínez,Espanya,València,12,11,1981,Home,1747.2,No,Grup A,Jordi Ferrer Martínez,True,1981-11-12,43
95204020C,Oriol,Castells Ferrer,Espanya,València,14,10,1959,Home,1654.8000000000002,Si,Grup A,Oriol Castells Ferrer,True,1959-10-14,65
22553315Z,Carla,López,Espanya,València,27,6,1972,Dona,957.6,No,Grup A,Carla López,True,1972-06-27,53
93864786W,Marc,Romero,Espanya,València,8,6,1957,Home,832.6500000000001,Si,Grup A,Marc Romero,True,1957-06-08,68
39256461F,Oriol,Martínez,Espanya,València,17,7,1951,Home,1672.65,No,Grup A,Oriol Martínez,True,1951-07-17,73
61643122A,Marta,Sánchez,Espanya,València,28,10,1980,Dona,1424.8500000000001,Si,Grup A,Marta Sánchez,True,1980-10-28,44
80132051V,Carla,López,Espanya,València,4,6,1994,Dona,1043.7,Si,Grup A,Carla López,True,1994-06-04,31
99934405Q,Oriol,Martínez Sánchez,Espanya,València,3,9,1969,Home,1274.7,Si,Grup A,Oriol Martínez Sánchez,True,1969-09-03,55
10570045V,Carla,Castells López,Espanya,València,17,10,1966,Dona,1085.7,No,Grup A,Carla Castells López,True,1966-10-17,58
87956285P,Clara,García López,Espanya,València,21,1,1983,Dona,1156.05,Si,Grup A,Clara García López,True,1983-01-21,42
70773495X,Eva,Martínez,Espanya,València,4,12,1970,Dona,1299.9,No,Grup A,Eva Martínez,True,1970-12-04,54
83094572C,Carla,Sánchez,Espanya,València,10,6,1981,Dona,754.95,Si,Grup A,Carla Sánchez,True,1981-06-10,44
31281157W,Joan,García,Espanya,València,1,4,1977,Home,1670.5500000000002,Si,Grup A,Joan García,True,1977-04-01,48
23188733V,Núria,García,Espanya,València,11,4,1993,Dona,838.95,No,Grup A,Núria García,True,1993-04-11,32
11305351X,Eva,García,Espanya,València,22,6,1993,Dona,1516.2,No,Grup A,Eva García,True,1993-06-22,32
99383081M,Oriol,Sánchez García,Espanya,València,21,5,1993,Home,939.75,No,Grup A,Oriol Sánchez García,True,1993-05-21,32
31713444D,Arnau,Romero Martínez,Espanya,València,7,5,1962,Home,1307.25,Si,Grup A,Arnau Romero Martínez,True,1962-05-07,63
84844149K,Marc,Sánchez Ferrer,Espanya,València,1,4,1998,Home,1016.4000000000001,No,Grup A,Marc Sánchez Ferrer,True,1998-04-01,27
26365080Y,Anna,Sánchez,Espanya,València,5,6,1988,Dona,1013.25,No,Grup A,Anna Sánchez,True,1988-06-05,37
22118978G,Núria,Ferrer,Espanya,València,26,4,1995,Dona,1294.65,No,Grup A,Núria Ferrer,True,1995-04-26,30
23931178W,Toni,García,Espanya,València,4,5,1952,Home,1132.95,No,Grup A,Toni García,True,1952-05-04,73
38147748A,Núria,Martínez Ferrer,Espanya,València,4,11,1976,Dona,1079.4,No,Grup A,Núria Martínez Ferrer,True,1976-11-04,48
48749091Z,Oriol,Sánchez García,Espanya,València,16,7,1965,Home,1336.65,No,Grup A,Oriol Sánchez García,True,1965-07-16,60
29019539A,Clara,Romero García,Espanya,València,8,2,1989,Dona,1308.3,Si,Grup A,Clara Romero García,True,1989-02-08,36
82819660N,Michel,Moreau,França,Lió,2,5,1970,Home,850.5,No,Grup A,Michel Moreau,False,1970-05-02,55
45820844F,Michel,Lefevre,França,Lió,14,1,1985,Home,862.0500000000001,Si,Grup A,Michel Lefevre,False,1985-01-14,40
76202240S,Louis,Moreau,França,Lió,13,2,1974,Home,1747.2,Si,Grup A,Louis Moreau,False,1974-02-13,51
92913286B,Michel,Dubois Dubois,França,Lió,4,9,1979,Home,1149.75,No,Grup A,Michel Dubois Dubois,False,1979-09-04,45
38127780Y,Louis,Dubois Girard,França,Lió,21,11,1950,Home,1139.25,No,Grup A,Louis Dubois Girard,False,1950-11-21,74
76568322R,Antoine,Lefevre,França,Lió,17,6,1999,Home,1303.05,No,Grup A,Antoine Lefevre,False,1999-06-17,26
71514483K,Jean,Girard Lefevre,França,Lió,28,12,1960,Home,976.5,No,Grup A,Jean Girard Lefevre,False,1960-12-28,64
58404017Q,Jean,Dubois,França,Lió,13,2,1960,Home,1051.05,Si,Grup A,Jean Dubois,False,1960-02-13,65
66129686T,Jean,Dubois,França,Marsella,16,12,1964,Home,1672.65,Si,Grup A,Jean Dubois,False,1964-12-16,60
76101195A,Jean,Lefevre,França,Marsella,8,10,1959,Home,819.0,No,Grup A,Jean Lefevre,False,1959-10-08,65
80554783G,Sophie,Moreau Dubois,França,Marsella,27,4,1956,Dona,1581.3,No,Grup A,Sophie Moreau Dubois,False,1956-04-27,69
57544317R,Louis,Girard Lefevre,França,Marsella,26,3,1983,Home,1059.45,Si,Grup A,Louis Girard Lefevre,False,1983-03-26,42
19178233C,Jean,Moreau Girard,França,Marsella,12,11,1989,Home,909.3000000000001,No,Grup A,Jean Moreau Girard,False,1989-11-12,35
12118177C,Jean,Dubois,França,Marsella,24,11,1970,Home,1097.25,No,Grup A,Jean Dubois,False,1970-11-24,54
21285125Z,Chloé,Moreau,França,Marsella,5,5,1976,Dona,1231.65,Si,Grup A,Chloé Moreau,False,1976-05-05,49
