,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom complet,Espanyol_a,Data neixement,Edat
13998302S,Clara,Ferrer Martínez,Espanya,Sevilla,24,5,1951,Dona,1828.8449999999998,No,Grup B,Clara Ferrer Martínez,True,1951-05-24,74
99123197C,Marc,Sánchez Castells,Espanya,Sevilla,21,3,1980,Home,1323.7649999999999,No,Grup B,Marc Sánchez Castells,True,1980-03-21,45
50829502T,Núria,Ferrer Romero,Espanya,Sevilla,16,3,1989,Dona,1300.995,No,Grup B,Núria Ferrer Romero,True,1989-03-16,36
98511923W,Carla,Castells Castells,Espanya,Sevilla,22,6,1979,Dona,1909.5749999999998,No,Grup B,Carla Castells Castells,True,1979-06-22,46
15838881W,Marta,Romero,Espanya,Sevilla,26,10,2002,Dona,1336.185,Si,Grup B,Marta Romero,True,2002-10-26,22
29092175V,Marc,López Sánchez,Espanya,Sevilla,11,4,1968,Home,1361.0249999999999,No,Grup B,Marc López Sánchez,True,1968-04-11,57
32909990R,Laia,Romero,Espanya,Sevilla,18,5,1960,Dona,1401.3899999999999,No,Grup B,Laia Romero,True,1960-05-18,65
23058334Y,Jordi,Ferrer,Espanya,Sevilla,5,3,1993,Home,1710.8549999999998,Si,Grup B,Jordi Ferrer,True,1993-03-05,32
54853635H,Laia,Castells Ferrer,Espanya,Sevilla,23,6,1986,Dona,1219.23,Si,Grup B,Laia Castells Ferrer,True,1986-06-23,39
13357124H,Arnau,Martínez Martínez,Espanya,Sevilla,6,12,1960,Home,1851.6149999999998,No,Grup B,Arnau Martínez Martínez,True,1960-12-06,64
46035899S,Marc,Romero,Espanya,Sevilla,2,11,1975,Home,1623.915,No,Grup B,Marc Romero,True,1975-11-02,49
31958336Z,Núria,Martínez Castells,Espanya,Sevilla,8,12,1962,Dona,1345.5,No,Grup B,Núria Martínez Castells,True,1962-12-08,62
58423324H,Núria,Castells Ferrer,Espanya,Sevilla,13,10,2005,Dona,2130.0299999999997,No,Grup B,Núria Castells Ferrer,True,2005-10-13,19
43409433Y,Marta,López López,Espanya,Sevilla,24,2,1986,Dona,1337.2199999999998,No,Grup B,Marta López López,True,1986-02-24,39
82936531F,Pau,López Martínez,Espanya,Sevilla,17,12,1958,Home,1458.3149999999998,No,Grup B,Pau López Martínez,True,1958-12-17,66
47853239E,Núria,López,Espanya,Sevilla,14,4,1969,Dona,1848.5099999999998,No,Grup B,Núria López,True,1969-04-14,56
81124534E,Oriol,Sánchez,Espanya,Sevilla,1,4,1969,Home,1472.8049999999998,No,Grup B,Oriol Sánchez,True,1969-04-01,56
65476112E,Marta,Romero Romero,Espanya,Sevilla,24,9,1991,Dona,1687.05,No,Grup B,Marta Romero Romero,True,1991-09-24,33
49176508C,Pau,García López,Espanya,Sevilla,22,8,1996,Home,1395.1799999999998,Si,Grup B,Pau García López,True,1996-08-22,28
58632182Z,Laia,Romero,Espanya,Sevilla,16,11,1962,Dona,1253.385,Si,Grup B,Laia Romero,True,1962-11-16,62
91233007A,Joan,García,Espanya,Sevilla,23,3,2003,,1651.86,Si,Grup B,Joan García,True,2003-03-23,22
25161375F,Marta,Ferrer Ferrer,Espanya,Sevilla,1,6,1951,Dona,1258.56,No,Grup B,Marta Ferrer Ferrer,True,1951-06-01,74
32384138R,Clara,Sánchez López,Espanya,València,27,7,1955,Dona,2083.455,Si,Grup B,Clara Sánchez López,True,1955-07-27,69
27772301M,Anna,Castells Romero,Espanya,València,25,8,1978,Dona,1730.5199999999998,No,Grup B,Anna Castells Romero,True,1978-08-25,46
23876940J,Marta,Romero,Espanya,València,25,11,2002,Dona,1302.03,No,Grup B,Marta Romero,True,2002-11-25,22
91110497A,Arnau,García,Espanya,València,2,1,1954,Home,2200.41,No,Grup B,Arnau García,True,1954-01-02,71
82953871E,Toni,Castells,Espanya,València,1,4,1963,Home,1825.7399999999998,Si,Grup B,Toni Castells,True,1963-04-01,62
99521295N,Anna,Castells Martínez,Espanya,València,3,4,1991,Dona,1463.4899999999998,No,Grup B,Anna Castells Martínez,True,1991-04-03,34
15110846Z,Oriol,López,Espanya,València,27,6,2002,Home,1353.78,No,Grup B,Oriol López,True,2002-06-27,23
47304350Y,Jordi,Ferrer,Espanya,València,21,6,1967,Home,1376.55,Si,Grup B,Jordi Ferrer,True,1967-06-21,58
55395479J,Anna,Ferrer,Espanya,València,6,10,1984,Dona,1584.5849999999998,Si,Grup B,Anna Ferrer,True,1984-10-06,40
73749390X,Eva,Romero Ferrer,Espanya,València,7,12,1965,Dona,1926.1349999999998,No,Grup B,Eva Romero Ferrer,True,1965-12-07,59
33287222R,Toni,Romero,Espanya,València,19,1,1974,Home,1501.7849999999999,No,Grup B,Toni Romero,True,1974-01-19,51
29151933K,Arnau,Romero Romero,Espanya,València,8,10,1968,Home,1874.3849999999998,No,Grup B,Arnau Romero Romero,True,1968-10-08,56
74017954Q,Anna,Sánchez,Espanya,València,25,2,1981,Dona,1242.0,No,Grup B,Anna Sánchez,True,1981-02-25,44
21526488C,Joan,Sánchez,Espanya,València,9,8,1997,Home,2383.605,Si,Grup B,Joan Sánchez,True,1997-08-09,27
61862070S,Núria,Castells,Espanya,València,25,12,1992,Dona,2093.805,Si,Grup B,Núria Castells,True,1992-12-25,32
17102266H,Marta,Romero García,Espanya,València,3,4,1972,Altres,1397.25,Si,Grup B,Marta Romero García,True,1972-04-03,53
79676573H,Marta,Ferrer Sánchez,Espanya,València,18,3,1952,Dona,1344.465,Si,Grup B,Marta Ferrer Sánchez,True,1952-03-18,73
16129804M,Arnau,García,Espanya,València,11,2,1953,Home,1952.0099999999998,No,Grup B,Arnau García,True,1953-02-11,72
10882370B,Núria,Romero Martínez,Espanya,València,16,3,2004,Dona,1426.2299999999998,Si,Grup B,Núria Romero Martínez,True,2004-03-16,21
13299063V,Marc,Ferrer García,Espanya,València,21,4,1996,Home,1674.6299999999999,No,Grup B,Marc Ferrer García,True,1996-04-21,29
80116589E,Toni,Castells Romero,Espanya,València,26,8,1988,Home,1337.2199999999998,Si,Grup B,Toni Castells Romero,True,1988-08-26,36
44603694F,Toni,Castells,Espanya,València,4,9,1964,Home,1342.395,No,Grup B,Toni Castells,True,1964-09-04,60
41974885N,Arnau,Ferrer Romero,Espanya,València,13,7,1958,Home,1848.5099999999998,Si,Grup B,Arnau Ferrer Romero,True,1958-07-13,67
18457673C,Carla,Martínez,Espanya,València,17,4,1999,Dona,1325.8349999999998,No,Grup B,Carla Martínez,True,1999-04-17,26
87257820C,Marta,García,Espanya,València,14,5,1976,Dona,1637.37,No,Grup B,Marta García,True,1976-05-14,49
89141927S,Eva,Ferrer Ferrer,Espanya,València,24,12,1979,Dona,1642.5449999999998,No,Grup B,Eva Ferrer Ferrer,True,1979-12-24,45
11156851X,Carla,Sánchez,Espanya,València,17,8,1975,Dona,1560.78,Si,Grup B,Carla Sánchez,True,1975-08-17,49
61239482R,Eva,López Sánchez,Espanya,València,25,4,1987,Dona,2159.0099999999998,No,Grup B,Eva López Sánchez,True,1987-04-25,38
82495492K,Jordi,García Castells,Espanya,València,4,7,1970,Home,1912.6799999999998,Si,Grup B,Jordi García Castells,True,1970-07-04,55
50017849P,Núria,Martínez,Espanya,València,26,9,1958,Dona,1978.9199999999998,No,Grup B,Núria Martínez,True,1958-09-26,66
21123762J,Toni,Sánchez Sánchez,Espanya,València,20,1,1989,Home,2373.2549999999997,No,Grup B,Toni Sánchez Sánchez,True,1989-01-20,36
44026048T,Joan,López,Espanya,València,15,10,1982,Home,2370.1499999999996,No,Grup B,Joan López,True,1982-10-15,42
32095971T,Laia,López López,Espanya,València,8,5,1962,Dona,1281.33,Si,Grup B,Laia López López,True,1962-05-08,63
73130661B,Clara,Martínez Romero,Espanya,València,1,10,1975,Dona,2047.2299999999998,Si,Grup B,Clara Martínez Romero,True,1975-10-01,49
83262533Z,Jordi,Martínez Ferrer,Espanya,València,17,6,1950,Home,2360.835,Si,Grup B,Jordi Martínez Ferrer,True,1950-06-17,75
22914113G,Laia,Sánchez Sánchez,Espanya,València,25,9,1995,,1403.4599999999998,No,Grup B,Laia Sánchez Sánchez,True,1995-09-25,29
20335877M,Arnau,García Ferrer,Espanya,València,20,1,1951,Home,2116.575,No,Grup B,Arnau García Ferrer,True,1951-01-20,74
44065719N,Pau,Ferrer Ferrer,Espanya,València,9,11,1991,Home,1444.86,Si,Grup B,Pau Ferrer Ferrer,True,1991-11-09,33
17088262F,Eva,Sánchez,Espanya,València,18,2,1971,Dona,2160.0449999999996,No,Grup B,Eva Sánchez,True,1971-02-18,54
23333032N,Oriol,Martínez,Espanya,València,21,12,1986,Home,1826.7749999999999,No,Grup B,Oriol Martínez,True,1986-12-21,38
29153728J,Joan,Romero García,Espanya,València,4,3,1956,Home,2293.56,No,Grup B,Joan Romero García,True,1956-03-04,69
43414375Y,Joan,López,Espanya,València,28,3,1995,Home,2227.3199999999997,No,Grup B,Joan López,True,1995-03-28,30
20428037K,Anna,García,Espanya,València,22,11,1976,Dona,1605.2849999999999,Si,Grup B,Anna García,True,1976-11-22,48
95842086Q,Anna,López López,Espanya,València,7,7,1988,Dona,1375.5149999999999,Si,Grup B,Anna López López,True,1988-07-07,37
22942395H,Carla,Ferrer Martínez,Espanya,València,3,5,1992,Dona,1773.9899999999998,No,Grup B,Carla Ferrer Martínez,True,1992-05-03,33
93384627N,Camille,Moreau Moreau,França,Lió,16,7,1993,Dona,2030.6699999999998,No,Grup B,Camille Moreau Moreau,False,1993-07-16,32
67762046W,Chloé,Moreau,França,Lió,21,2,1989,Dona,1491.435,No,Grup B,Chloé Moreau,False,1989-02-21,36
28196940Z,Michel,Moreau,França,Lió,12,12,1992,Home,2072.0699999999997,Si,Grup B,Michel Moreau,False,1992-12-12,32
83874145K,Chloé,Lefevre,França,Marsella,10,9,1973,Dona,1967.5349999999999,Si,Grup B,Chloé Lefevre,False,1973-09-10,51
12234836K,Chloé,Girard,França,Marsella,17,4,1977,Dona,2054.475,Si,Grup B,Chloé Girard,False,1977-04-17,48
89173930Q,Sophie,Moreau Lefevre,França,Marsella,11,1,1995,Dona,1802.9699999999998,Si,Grup B,Sophie Moreau Lefevre,False,1995-01-11,30
74822167B,Antoine,Lefevre,França,Marsella,1,10,1953,Home,1806.0749999999998,No,Grup B,Antoine Lefevre,False,1953-10-01,71
14532429J,Jean,Dubois Moreau,França,Marsella,7,12,1967,Home,2008.935,No,Grup B,Jean Dubois Moreau,False,1967-12-07,57
83613978F,Antoine,Lefevre Girard,França,Marsella,22,12,1981,Home,1676.6999999999998,Si,Grup B,Antoine Lefevre Girard,False,1981-12-22,43
51525932J,Michel,Moreau,França,Marsella,27,6,1978,Home,2157.975,Si,Grup B,Michel Moreau,False,1978-06-27,47
28394981G,Jean,Girard Moreau,França,París,26,9,1991,,1628.0549999999998,Si,Grup B,Jean Girard Moreau,False,1991-09-26,33
88164399Q,Camille,Girard Lefevre,França,París,26,1,2001,Dona,1574.235,Si,Grup B,Camille Girard Lefevre,False,2001-01-26,24
45888164B,Giulia,Conti,Itàlia,Roma,8,7,1998,Dona,2036.8799999999999,Si,Grup B,Giulia Conti,False,1998-07-08,27
56555741Z,Marco,Conti Rossi,Itàlia,Roma,4,1,1986,Home,1500.7499999999998,No,Grup B,Marco Conti Rossi,False,1986-01-04,39
97143963K,Chiara,Russo Conti,Itàlia,Roma,6,11,1985,Altres,1491.435,Si,Grup B,Chiara Russo Conti,False,1985-11-06,39
50496524Y,Alessia,Russo Russo,Itàlia,Roma,14,2,1983,Dona,1405.53,No,Grup B,Alessia Russo Russo,False,1983-02-14,42
96964440V,Marco,Russo,Itàlia,Torí,13,7,1982,Home,2270.79,No,Grup B,Marco Russo,False,1982-07-13,43
10352133N,Marco,Conti Russo,Itàlia,Torí,28,1,2005,Home,2072.0699999999997,No,Grup B,Marco Conti Russo,False,2005-01-28,20
67472696R,Francesca,Ferrari Ferrari,Itàlia,Torí,21,4,1990,,1362.06,No,Grup B,Francesca Ferrari Ferrari,False,1990-04-21,35
42177426S,Giovanni,Ferrari,Itàlia,Torí,8,2,1964,Home,1519.3799999999999,No,Grup B,Giovanni Ferrari,False,1964-02-08,61
54347378D,Giulia,Russo,Itàlia,Torí,14,6,2005,Dona,1447.965,Si,Grup B,Giulia Russo,False,2005-06-14,20
75141877A,Fatima,Fassi,Marroc,Casablanca,18,3,1958,Dona,1194.3899999999999,No,Grup B,Fatima Fassi,False,1958-03-18,67
49061102W,Mohamed,El Amrani Zahraoui,Marroc,Casablanca,12,8,1984,Altres,1599.0749999999998,Si,Grup B,Mohamed El Amrani Zahraoui,False,1984-08-12,40
94310395L,Ali,Bennani,Marroc,Casablanca,22,3,1980,Home,2235.6,Si,Grup B,Ali Bennani,False,1980-03-22,45
86656444H,Salma,Zahraoui,Marroc,Casablanca,18,4,1999,Dona,1213.02,No,Grup B,Salma Zahraoui,False,1999-04-18,26
59157262R,Khadija,Bennani Bennani,Marroc,Rabat,20,1,1995,Dona,2012.0399999999997,No,Grup B,Khadija Bennani Bennani,False,1995-01-20,30
57230838V,Khadija,Fassi,Marroc,Rabat,10,5,1970,Dona,1471.77,No,Grup B,Khadija Fassi,False,1970-05-10,55
33585026G,Youssef,El Amrani Fassi,Marroc,Rabat,13,10,1981,Home,1847.475,No,Grup B,Youssef El Amrani Fassi,False,1981-10-13,43
53822006D,Ali,El Amrani El Amrani,Marroc,Rabat,4,5,1971,Home,2201.4449999999997,No,Grup B,Ali El Amrani El Amrani,False,1971-05-04,54
57340670Z,Gabriela,González,Mèxic,Ciutat de Mèxic,17,6,1955,Dona,1668.4199999999998,Si,Grup B,Gabriela González,False,1955-06-17,70
83710837G,José,González Ramírez,Mèxic,Ciutat de Mèxic,2,3,1955,Home,1735.695,No,Grup B,José González Ramírez,False,1955-03-02,70
91287275Z,Luisa,González Cruz,Mèxic,Ciutat de Mèxic,20,11,1990,Dona,1243.0349999999999,Si,Grup B,Luisa González Cruz,False,1990-11-20,34
72888019J,María,González Hernández,Mèxic,Ciutat de Mèxic,14,7,1965,Dona,1671.5249999999999,No,Grup B,María González Hernández,False,1965-07-14,60
64394445D,Gabriela,Ramírez,Mèxic,Ciutat de Mèxic,19,2,1990,Dona,1623.915,Si,Grup B,Gabriela Ramírez,False,1990-02-19,35
44505750Y,Gabriela,Ramírez González,Mèxic,Ciutat de Mèxic,26,3,1988,Dona,1262.6999999999998,No,Grup B,Gabriela Ramírez González,False,1988-03-26,37
81156988L,Miguel,González Cruz,Mèxic,Ciutat de Mèxic,7,8,1965,Home,2122.785,No,Grup B,Miguel González Cruz,False,1965-08-07,59
97687146Q,Gabriela,González Cruz,Mèxic,Ciutat de Mèxic,20,2,1985,,1638.405,No,Grup B,Gabriela González Cruz,False,1985-02-20,40
43485739Q,Andrés,González,Mèxic,Guadalajara,26,2,1992,Home,2358.765,Si,Grup B,Andrés González,False,1992-02-26,33
89271483K,Camila,Ramírez González,Mèxic,Guadalajara,10,4,1965,Dona,1917.8549999999998,No,Grup B,Camila Ramírez González,False,1965-04-10,60
20554785E,Andrés,González,Mèxic,Guadalajara,13,10,1977,Home,1794.6899999999998,No,Grup B,Andrés González,False,1977-10-13,47
56402346W,Carlos,Ramírez,Mèxic,Guadalajara,21,3,1959,Home,1516.2749999999999,Si,Grup B,Carlos Ramírez,False,1959-03-21,66
16928694K,Inês,Ferreira Silva,Portugal,Lisboa,25,2,1953,Dona,1184.04,No,Grup B,Inês Ferreira Silva,False,1953-02-25,72
74821823F,Beatriz,Oliveira Ferreira,Portugal,Lisboa,5,9,1985,Dona,1602.1799999999998,Si,Grup B,Beatriz Oliveira Ferreira,False,1985-09-05,39
74293523P,Sofia,Oliveira,Portugal,Lisboa,2,4,1998,Dona,2076.21,No,Grup B,Sofia Oliveira,False,1998-04-02,27
49962478C,Sofia,Silva Oliveira,Portugal,Lisboa,13,8,1977,,1499.715,No,Grup B,Sofia Silva Oliveira,False,1977-08-13,47
96925654W,Rui,Oliveira Silva,Portugal,Lisboa,25,8,1992,Home,1727.415,No,Grup B,Rui Oliveira Silva,False,1992-08-25,32
85620401P,Rui,Silva Silva,Portugal,Lisboa,6,5,1958,Home,1311.3449999999998,No,Grup B,Rui Silva Silva,False,1958-05-06,67
68455541R,Sofia,Oliveira,Portugal,Porto,5,7,1952,Dona,1462.455,No,Grup B,Sofia Oliveira,False,1952-07-05,73
51927396G,Maria,Pereira Pereira,Portugal,Porto,19,6,1980,Dona,1730.5199999999998,No,Grup B,Maria Pereira Pereira,False,1980-06-19,45
49127195L,Beatriz,Ferreira,Portugal,Porto,11,5,1950,Altres,1629.09,Si,Grup B,Beatriz Ferreira,False,1950-05-11,75
77255461X,Maria,Ferreira Ferreira,Portugal,Porto,4,3,1996,Dona,1962.36,Si,Grup B,Maria Ferreira Ferreira,False,1996-03-04,29
73326255V,João,Silva,Portugal,Porto,23,10,1970,Home,2053.44,Si,Grup B,João Silva,False,1970-10-23,54
15594293F,Emily,Jones,Regne Unit,Londres,15,11,1969,Dona,1318.59,No,Grup B,Emily Jones,False,1969-11-15,55
66854670R,George,Jones Taylor,Regne Unit,Londres,27,5,2000,,2173.5,No,Grup B,George Jones Taylor,False,2000-05-27,25
25490219L,William,Smith Smith,Regne Unit,Londres,1,12,1952,Home,1700.5049999999999,Si,Grup B,William Smith Smith,False,1952-12-01,72
50261072D,Sophie,Taylor Smith,Regne Unit,Londres,26,12,2005,Dona,1721.205,No,Grup B,Sophie Taylor Smith,False,2005-12-26,19
37846341L,Isla,Jones,Regne Unit,Manchester,26,6,1985,Dona,1461.4199999999998,Si,Grup B,Isla Jones,False,1985-06-26,40
86350703G,Sophie,Smith,Regne Unit,Manchester,8,1,1957,Dona,1297.8899999999999,Si,Grup B,Sophie Smith,False,1957-01-08,68
89577876S,Emily,Taylor Jones,Regne Unit,Manchester,28,3,1958,Dona,2104.1549999999997,No,Grup B,Emily Taylor Jones,False,1958-03-28,67
